<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
25/08/20;00:00;2192.0000000;2344.8000000;2190.0000000;2314.0000000;752539
26/08/20;00:00;2350.0000000;2360.0000000;2282.2000000;2337.6000000;1113914
27/08/20;00:00;2348.0000000;2448.0000000;2304.0000000;2335.2000000;1023040
28/08/20;00:00;2340.0000000;2359.0000000;2262.8000000;2299.0000000;599807
31/08/20;00:00;2314.2000000;2364.8000000;2304.8000000;2350.0000000;365700
01/09/20;00:00;2364.8000000;2415.8000000;2341.0000000;2390.0000000;526733
02/09/20;00:00;2403.4000000;2418.0000000;2310.8000000;2316.8000000;447650
03/09/20;00:00;2321.0000000;2375.0000000;2230.0000000;2268.0000000;524341
04/09/20;00:00;2255.6000000;2310.0000000;2160.0000000;2200.0000000;686244
07/09/20;00:00;2220.0000000;2223.6000000;2169.8000000;2182.2000000;287688
08/09/20;00:00;2200.0000000;2205.0000000;2069.2000000;2110.2000000;574521
09/09/20;00:00;2106.6000000;2170.0000000;2072.4000000;2143.0000000;371264
10/09/20;00:00;2169.0000000;2181.2000000;2117.0000000;2138.2000000;280920
11/09/20;00:00;2145.2000000;2155.6000000;2120.0000000;2129.0000000;252689
14/09/20;00:00;2141.8000000;2247.0000000;2136.2000000;2210.0000000;460891
15/09/20;00:00;2237.4000000;2288.0000000;2211.6000000;2228.8000000;414885
16/09/20;00:00;2235.0000000;2259.8000000;2166.0000000;2177.0000000;490152
17/09/20;00:00;2160.0000000;2222.0000000;2134.0000000;2222.0000000;657544
18/09/20;00:00;2192.0000000;2224.0000000;2172.4000000;2220.0000000;347154
